"host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30"
"660459966","2024/11/04","within a day",75,100,"f",1,"['email', 'phone']",-33.94049638,18.43044544,"Entire home/apt",6,3,3,4,2438,4,28,3.8,28,3,0.35,5,"t","yes"
"25088570","2014/12/22","within a day",100,100,"f",1,"['email', 'phone']",-34.09441,18.47538,"Entire home/apt",12,4,6,9,2505,4,21,4,21,7,0.09,4.57,"f","no"
"51485956","2015/12/16","within an hour",100,95,"t",32,"['email', 'phone']",-33.9226768,18.3808071,"Entire home/apt",4,2,2,2,3670,2,150,2,150,14,0.51,4.71,"f","no"
"555654515","2024/01/10","within an hour",100,98,"f",12,"['email', 'phone']",-34.19454239,18.4320074,"Entire home/apt",2,1,0,0,1252,1,1080,1,1125,8,0.7,4.63,"f","no"
"429038583","2021/10/26","within a few hours",100,50,"f",1,"['phone']",-34.07452,18.86492,"Entire home/apt",4,2,2,2,1520,5,30,1.5,30,8,0.17,4.88,"f","no"
"3886741","2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']",-33.91783,18.4237,"Entire home/apt",2,1,0,1,672,1,1125,3.4,1125,19,1.26,4.68,"t","no"
"74980172","2016/05/31","within a day",50,43,"f",1,"['email', 'phone']",-33.95178,18.48317,"Entire home/apt",2,1,1,1,1125,3,730,2,730,8,0.08,4.75,"f","no"
"294031829","2019/09/11","within an hour",100,100,"f",1,"['phone']",-34.0979,18.48439,"Entire home/apt",4,1,2,3,1100,5,90,5.5,1125,63,0.89,4.67,"t","no"
"149726187","2017/09/08","within an hour",90,59,"t",2,"['email', 'phone']",-34.15765,18.42635,"Entire home/apt",2,1,1,1,728,2,30,2,30,50,0.53,4.88,"f","no"
"6166641","2013/04/30","within a day",100,66,"t",1,"['email', 'phone', 'work_email']",-33.78596636,18.45542607,"Entire home/apt",5,2,3,3,1890,2,365,2,365,41,2.25,4.9,"f","yes"
"107457075","2016/12/16","within an hour",100,100,"f",1,"['email', 'phone']",-34.07364,18.8504,"Private room",2,1,1,1,400,2,30,2,1125,90,0.85,4.93,"t","no"
"435680175","2021/12/12","within an hour",100,75,"f",2,"['email', 'phone', 'work_email']",-33.93966,18.5031223,"Private room",2,1,1,1,808,1,21,1,21,4,1.18,4.75,"f","no"
"12465151","2014/02/22","within an hour",100,100,"t",1,"['email', 'phone']",-34.10572,18.47337,"Entire home/apt",2,1,1,1,774,2,90,3.8,477.8,21,0.79,4.76,"f","no"
"682064629","2025/03/03","a few days or more",20,56,"f",2,"['email', 'phone']",-34.03318946,18.66851126,"Private room",2,1,1,1,224,1,365,1,365,2,0.41,3.5,"f","no"
"3929817","2012/10/20","within a few hours",100,83,"t",17,"['email', 'phone', 'work_email']",-33.95518,18.37825,"Entire home/apt",9,4,4,6,31515,4,180,4.1,182.1,21,0.44,5,"f","no"
"120184529","2017/03/11","within an hour",100,94,"t",1,"['email', 'phone', 'work_email']",-34.12306,18.83159,"Entire home/apt",4,2,2,3,1640,5,21,5.2,21,9,0.3,5,"f","no"
"281646898","2019/08/02","within an hour",100,90,"f",32,"['email', 'phone']",-33.91737747,18.42178535,"Entire home/apt",2,1,1,1,1121,2,1080,2.2,1125,115,2.43,4.66,"f","no"
"8507302","2013/08/29","within an hour",100,94,"t",3,"['email', 'phone', 'work_email']",-34.12468,18.44968,"Entire home/apt",2,1,1,1,1764,3,90,3,518.2,99,0.92,4.99,"f","no"
"433651504","2021/11/27","within a day",100,100,"f",1,"['email', 'phone']",-34.1260694,18.3840486,"Entire home/apt",4,1.5,2,2,1200,10,35,10,35,1,0.11,5,"f","yes"
"312149389","2019/11/26","within an hour",99,99,"t",9,"['email', 'phone']",-34.06075,18.82764,"Entire home/apt",2,1,1,1,1201,1,365,1,1125,83,6.55,4.89,"f","no"
"598309563","2024/08/26","within an hour",100,91,"t",52,"['email', 'phone']",-33.91275336,18.41139703,"Entire home/apt",6,2,3,4,6581,1,1125,2.8,1125,14,1.22,4.93,"f","no"
"2397432","2012/05/17","within a few hours",100,96,"f",7,"['email', 'phone']",-33.85724,18.49,"Entire home/apt",4,2.5,2,2,5529,1,1125,1.4,1125,15,0.18,5,"f","no"
"211881554","2018/08/26","within a day",100,80,"f",1,"['email', 'phone']",-33.92882,18.44317,"Entire home/apt",2,1,1,1,972,2,1125,2,1125,22,0.55,4.82,"f","yes"
"590116287","2024/07/16","within an hour",100,100,"f",3,"['email', 'phone']",-33.8841613,18.5186869,"Entire home/apt",4,2,2,2,1079,2,365,2.3,1125,16,1.34,4.56,"t","no"
"33970761","2015/05/22","within a few hours",100,27,"f",2,"['email', 'phone', 'work_email']",-34.00913,18.34307,"Entire home/apt",8,4,4,6,4500,2,90,3,90,21,0.17,4.95,"f","no"
"16360781","2014/06/04","within an hour",100,97,"f",1,"['email', 'phone', 'work_email']",-33.91437,18.39671,"Entire home/apt",2,1,1,1,920,4,730,4,730,124,1.17,4.68,"t","no"
"21180878","2014/09/10","within a few hours",100,72,"t",12,"['email', 'phone']",-33.92692,18.40708,"Entire home/apt",2,1,1,1,1800,2,200,2,200,24,0.66,4.88,"f","no"
"23111468","2014/10/29","within an hour",100,97,"t",3,"['email', 'phone']",-34.14249,18.33106,"Entire home/apt",6,3,4,5,9000,5,30,5,30,4,0.19,5,"f","yes"
"115278793","2017/02/07","within an hour",100,100,"t",4,"['email', 'phone']",-33.99103,18.49522,"Private room",1,1,1,2,350,3,14,3,1125,9,0.25,5,"f","yes"
"483539738","2022/10/14","within an hour",100,100,"f",1,"['email', 'phone']",-33.91859,18.42102,"Entire home/apt",2,1,1,1,819,2,365,2.1,1125,41,1.16,4.49,"f","no"
"25122337","2014/12/23","within an hour",100,92,"t",20,"['email', 'phone', 'work_email']",-33.9465425,18.3809195,"Entire home/apt",6,3.5,3,3,5572,4,365,4.1,365,53,1.61,4.85,"f","no"
"99204764","2016/10/11","within an hour",100,88,"f",1,"['email', 'phone']",-33.91844,18.39163,"Entire home/apt",10,4,4,4,7597,4,1125,4,1125,18,0.52,4.89,"f","yes"
"437836012","2021/12/28","within an hour",100,99,"f",165,"['email', 'phone']",-33.9185815,18.3868487,"Entire home/apt",2,1,1,1,1006,1,365,3.8,365,5,0.3,3.8,"t","no"
"513467695","2023/05/06","within a few hours",100,86,"f",3,"['email', 'phone', 'work_email']",-34.01462,18.4472,"Entire home/apt",2,1,1,1,2090,2,365,2,365,7,0.29,4.86,"f","no"
"565856565","2024/03/07","within an hour",100,100,"f",1,"['email', 'phone']",-33.9226768,18.3808071,"Entire home/apt",2,1,0,1,888,2,365,2.1,1125,16,0.88,4.5,"t","no"
"92157890","2016/08/27","within a few hours",100,60,"f",7,"['email', 'phone', 'work_email']",-33.94407,18.67435,"Private room",1,1.5,1,1,225,2,365,2,365,14,0.15,4.43,"f","no"
"676731961","2025/02/03","within an hour",100,100,"f",1,"['email', 'phone']",-34.11406,18.82301,"Entire home/apt",4,2,2,2,1788,2,60,2,60,6,0.88,5,"f","no"
"111638548","2017/01/15","within an hour",100,100,"t",10,"['email', 'phone']",-33.90939623,18.40355471,"Entire home/apt",6,2,3,1,4181,3,30,3,30,17,1.42,4.94,"f","yes"
"421816970","2021/09/06","within an hour",100,92,"t",8,"['email', 'phone', 'work_email']",-34.12575,18.44662,"Entire home/apt",6,3.5,4,4,6300,2,30,2,30,40,0.91,4.98,"f","no"
"29623326","2015/03/19","within an hour",100,83,"t",1,"['email', 'phone']",-34.03955,18.45708,"Entire home/apt",2,1,0,1,665,2,40,2,40,57,0.46,4.74,"f","no"
"218745893","2018/10/04","within an hour",100,96,"t",148,"['phone', 'work_email']",-33.91086899,18.39615955,"Entire home/apt",2,1,1,1,1138,2,1125,1.7,1125,2,1.87,5,"f","no"
"17404161","2014/06/29","within an hour",100,88,"t",1,"['phone']",-33.96077659,18.37453307,"Entire home/apt",4,2,2,3,2500,3,180,3.2,180,13,0.68,4.92,"f","yes"
"14736995","2014/04/26","within an hour",94,93,"f",51,"['email', 'phone']",-33.90867,18.40239,"Entire home/apt",2,1,1,1,1312,2,30,2,1125,21,1.43,4.9,"f","no"
"165761206","2018/01/04","within an hour",95,83,"t",23,"['email', 'phone', 'work_email']",-34.16537,18.41945,"Entire home/apt",4,2,2,2,1643,2,1125,2,1125,83,1.44,4.89,"f","no"
"57824626","2016/02/08","within an hour",100,99,"t",73,"['email', 'phone']",-33.91805,18.42076,"Entire home/apt",2,1,1,0,1050,1,365,1,365,54,3.05,4.87,"f","no"
"544351947","2023/11/01","within a few hours",100,50,"f",2,"['email', 'phone']",-34.10476,18.39183,"Private room",2,1,1,4,2754,5,32,5,32,4,0.19,4.75,"f","yes"
"141300757","2017/07/19","within an hour",100,100,"f",1,"['email', 'phone']",-34.05288,18.34125,"Entire home/apt",2,1,1,1,643,4,30,4,1125,98,1.01,4.72,"f","no"
"5208120","2013/02/24","within a day",100,88,"f",1,"['email', 'phone']",-34.01047,18.37628,"Entire home/apt",2,1.5,0,2,962,2,1125,2,1125,25,0.52,4.68,"f","no"
"540466220","2023/10/05","within an hour",100,100,"t",6,"['email', 'phone']",-33.80937178,18.47044318,"Entire home/apt",2,1,1,1,1042,1,365,1,365,6,5.29,4.83,"t","no"
"589376677","2024/07/12","within a day",90,100,"t",9,"['email', 'phone']",-33.85567438,18.49562954,"Entire home/apt",8,3.5,3,5,3929,3,365,3.7,365,8,0.74,4.75,"f","yes"
"73020344","2016/05/20","within an hour",100,95,"t",1,"['email', 'phone']",-34.0792,18.85737,"Entire home/apt",2,1,1,2,469,2,1125,2,1125,60,1.02,4.7,"f","no"
"156887575","2017/10/31","within a few hours",100,100,"t",1,"['phone']",-34.11714161,18.82628124,"Entire home/apt",4,2,1,2,1478,5,1125,5,1125,31,1.14,5,"f","no"
"596456481","2024/08/15","within an hour",100,87,"f",2,"['email', 'phone']",-33.92468,18.38004,"Entire home/apt",6,2.5,3,3,3517,3,365,2.9,365,15,1.53,4.93,"f","no"
"310399571","2019/11/18","within an hour",75,89,"f",1,"['email', 'phone']",-34.10117426,18.48119604,"Private room",2,1,1,1,418,2,1125,2,1125,26,0.86,4.81,"f","no"
"97221788","2016/09/29","within an hour",100,95,"t",2,"['email', 'phone']",-33.98364,18.4546,"Entire home/apt",2,1,1,1,1100,3,90,3,90,46,0.47,4.89,"f","no"
"9693645","2013/10/29","within an hour",96,96,"f",19,"['phone']",-33.9010667,18.402673,"Entire home/apt",5,2.5,2,3,2458,2,365,2,365,56,2.84,4.8,"f","no"
"367331312","2020/09/13","within a few hours",100,100,"t",2,"['email', 'phone']",-33.94159,18.40497,"Entire home/apt",2,1,1,1,1050,5,365,5,365,23,1.08,4.78,"f","no"
"664139720","2024/11/26","within an hour",100,100,"f",1,"['email', 'phone']",-33.7992089,18.5037272,"Entire home/apt",2,1,1,1,951,1,365,1,365,18,3.67,4.89,"t","no"
"43456677","2015/09/05","within a few hours",100,84,"t",1,"['email', 'phone']",-33.8534076,18.6044928,"Entire home/apt",2,1,1,1,574,2,730,1,730,93,2.85,4.95,"f","no"
"25679110","2015/01/06","within a few hours",96,73,"t",33,"['email', 'phone', 'work_email']",-33.91175,18.39957,"Entire home/apt",10,4.5,5,5,12386,2,365,2,365,7,0.31,4.86,"f","yes"
"671594856","2025/01/08","within an hour",100,100,"f",1,"['email', 'phone']",-33.9056616,18.39866,"Entire home/apt",2,1,1,1,1346,2,365,2.3,1125,1,1,4,"t","no"
"583242263","2024/06/13","within an hour",100,93,"f",1,"['email', 'phone']",-33.88537,18.49315,"Entire home/apt",2,1,1,1,459,2,1080,2.2,1125,32,2.27,4.72,"f","no"
"77379147","2016/06/12","within an hour",100,100,"f",2,"['email', 'phone']",-33.93479,18.42062,"Entire home/apt",4,1.5,2,2,800,6,90,6,1125,55,0.46,4.85,"f","no"
"544101751","2023/10/30","within an hour",100,75,"f",28,"['phone']",-33.91420807,18.41666548,"Entire home/apt",4,2,2,2,1620,2,365,2,365,39,1.34,4.87,"f","no"
"694754584","2025/05/10","within an hour",100,100,"f",1,"['email', 'phone']",-33.8572884,18.6940813,"Entire home/apt",2,1,1,1,618,1,1125,1,1125,22,5.32,4.95,"f","no"
"543261642","2023/10/24","within an hour",100,100,"f",4,"['email', 'phone']",-33.926,18.45423,"Entire home/apt",2,1,1,1,756,3,60,3.3,60,40,2.15,4.63,"f","no"
"660306075","2024/11/03","within an hour",100,78,"f",3,"['email', 'phone']",-33.823546,18.49547562,"Entire home/apt",4,1,2,3,1444,3,365,3,365,14,1.49,4.93,"f","no"
"22573202","2014/10/15","within a few hours",100,100,"t",1,"['email', 'phone']",-34.13218,18.34221,"Entire home/apt",7,3,3,5,2655,3,190,3,190,194,1.48,4.94,"f","yes"
"218745893","2018/10/04","within an hour",100,96,"t",148,"['phone', 'work_email']",-33.92085013,18.42466723,"Entire home/apt",2,1,1,1,1509,2,1125,2,1125,1,0.73,5,"f","yes"
"15233319","2015/06/14","within a day",90,50,"f",1,"['email', 'phone', 'work_email']",-33.8302,18.4829,"Entire home/apt",6,2,3,4,2803,5,90,5,90,38,0.32,4.97,"f","no"
"6827709","2013/06/10","within a few hours",70,80,"f",1,"['email', 'phone', 'work_email']",-33.92015,18.42373,"Entire home/apt",2,1,1,1,698,5,90,5,1125,2,0.2,5,"f","no"
"62093218","2016/03/08","within a few hours",90,92,"f",25,"['email', 'phone']",-33.95366,18.47167,"Private room",1,3,1,1,365,5,365,5,365,5,0.11,4.8,"f","yes"
"2523689","2012/06/02","within a day",70,68,"f",3,"['email', 'phone']",-33.92998,18.40062,"Entire home/apt",2,1,1,1,500,28,180,14.8,180,16,0.39,4.38,"f","yes"
"178211551","2018/03/13","within an hour",100,77,"f",2,"['email', 'phone']",-33.8648814,18.5525691,"Entire home/apt",6,2,3,4,3465,6,365,8,365,19,0.86,4.79,"f","no"
"488440721","2022/11/20","within an hour",100,100,"t",2,"['email', 'phone']",-33.92695,18.41571,"Entire home/apt",2,1,1,1,1027,2,1125,2,1125,14,0.79,5,"t","no"
"589811013","2024/07/14","within an hour",100,77,"t",1,"['email', 'phone']",-33.93410727,18.42951007,"Entire home/apt",2,1,1,1,933,2,365,2,365,10,1.18,4.9,"f","no"
"157173752","2017/11/02","within an hour",100,100,"t",4,"['email', 'phone']",-33.90014,18.40782,"Entire home/apt",6,3,3,3,7200,1,365,1.9,731,16,0.5,4.94,"t","yes"
"118995164","2017/03/03","within an hour",100,97,"t",11,"['email', 'phone']",-33.887,18.56396,"Private room",2,1.5,1,1,850,1,1125,1,731,82,1.41,4.63,"f","no"
"106265823","2016/12/05","within an hour",100,100,"t",1,"['email', 'phone']",-33.94576,18.41072,"Entire home/apt",4,1,1,3,1550,2,31,2,1125,130,1.27,4.98,"f","yes"
"15671365","2014/05/18","within an hour",100,100,"t",3,"['email', 'phone']",-34.13698,18.41475,"Entire home/apt",3,0,1,2,675,2,1125,2.1,1125,6,0.05,4.67,"f","no"
"673955652","2025/01/19","within an hour",100,94,"t",1,"['email', 'phone']",-33.89071843,18.51079244,"Entire home/apt",2,1,1,1,768,2,365,2,365,10,1.23,4.8,"t","no"
"155154228","2017/10/18","within a few hours",80,82,"f",1,"['email', 'phone']",-33.908712,18.3976058,"Entire home/apt",3,2,2,2,2910,3,30,3,30,27,0.88,4.89,"f","no"
"34644287","2015/05/31","within a day",100,100,"t",2,"['email', 'phone', 'work_email']",-34.04467,18.43851,"Entire home/apt",10,5.5,5,6,13500,10,30,10,30,13,0.11,5,"f","yes"
"95818112","2016/09/19","within an hour",100,96,"f",14,"['email', 'phone', 'work_email']",-33.90988,18.41969,"Entire home/apt",4,2,2,2,4679,2,365,2.2,365,2,1.46,5,"f","no"
"45510808","2015/10/01","within an hour",100,84,"t",1,"['email', 'phone']",-33.91402373,18.41514118,"Entire home/apt",6,3,3,4,1402,2,1125,2.1,1125,28,2.86,4.86,"f","yes"
"8794019","2013/09/12","within an hour",100,98,"t",17,"['email', 'phone']",-34.14251,18.43193,"Entire home/apt",8,3.5,4,5,5845,7,31,4.7,554.5,43,1.57,4.93,"f","no"
"7304476","2013/07/05","within an hour",100,98,"t",43,"['email', 'phone']",-33.9099465,18.3965267,"Entire home/apt",2,1,1,1,1398,2,365,3.5,365,44,1.81,4.95,"f","no"
"228814766","2018/12/03","within an hour",100,99,"t",8,"['phone']",-34.0621068,18.8323579,"Entire home/apt",2,1,1,1,1077,2,365,1.4,1125,22,0.88,4.82,"t","no"
"41886180","2015/08/19","within a day",71,56,"t",3,"['email', 'phone']",-34.19865,18.37426,"Entire home/apt",2,1,1,1,1350,2,1125,2,1125,34,0.5,4.94,"f","no"
"409914767","2021/06/29","within an hour",100,91,"t",4,"['email', 'phone', 'work_email']",-34.02057,18.37543,"Entire home/apt",10,3.5,5,6,7679,3,1125,3,1125,3,0.1,4.67,"f","no"
"42176490","2015/08/22","within a few hours",100,100,"f",1,"['email', 'phone']",-34.04207,18.75147,"Entire home/apt",2,1,1,1,741,1,365,1,365,2,2,5,"f","no"
"2516354","2012/06/01","within an hour",100,100,"f",85,"['email', 'phone']",-33.92218,18.42151,"Entire home/apt",4,1,2,3,2560,1,1125,3.2,1125,6,0.05,3.83,"t","yes"
"669972990","2025/01/01","within an hour",100,96,"t",1,"['phone']",-33.98829,18.4495,"Entire home/apt",2,1,1,1,1208,2,365,2.8,365,16,1.87,5,"f","no"
"39336845","2015/07/23","within an hour",100,99,"t",25,"['email', 'phone']",-33.91922,18.42603,"Entire home/apt",2,1,0,1,1035,2,1125,2,1125,30,0.31,4.7,"f","no"
"134859338","2017/06/13","within an hour",100,98,"t",1,"['email', 'phone', 'work_email']",-33.80186462,18.47649956,"Entire home/apt",2,1,1,1,423,2,60,2,1125,143,3.21,4.92,"f","no"
"105996973","2016/12/03","within an hour",100,100,"t",4,"['email', 'phone']",-33.82538,18.48432,"Entire home/apt",8,4.5,4,4,4467,4,1125,4,1125,74,0.76,4.8,"t","no"
"57218261","2016/02/03","within an hour",100,90,"f",176,"['phone']",-33.91572189,18.41647148,"Entire home/apt",6,3,3,3,4048,4,1125,3.4,1125,95,1.04,4.93,"f","no"
"34496876","2015/05/29","within an hour",100,97,"f",12,"['email', 'phone']",-34.1361557,18.3897043,"Entire home/apt",6,3,3,3,3758,1,365,3.5,731,2,0.22,5,"f","no"
"133548977","2017/06/05","within an hour",100,44,"f",1,"['email', 'phone']",-33.9210881,18.4138247,"Entire home/apt",4,2,2,2,1530,1,50,1,50,3,0.9,5,"f","no"
"8721839","2013/09/09","within an hour",100,97,"t",29,"['email', 'phone']",-33.93249,18.46177,"Entire home/apt",2,1,1,1,936,2,730,2,1125,86,0.91,4.67,"f","no"
"122790020","2017/03/27","within an hour",100,93,"f",8,"['phone']",-33.90410449,18.70432661,"Entire home/apt",3,1,0,2,800,2,365,2.1,731,2,0.27,5,"t","no"
"654261491","2024/09/27","within an hour",100,100,"f",1,"['email', 'phone']",-33.96698748,18.37889539,"Entire home/apt",10,1.5,5,5,14602,1,365,1.8,731,2,0.42,5,"t","no"
"345843197","2020/05/10","within an hour",100,90,"f",38,"['email', 'phone', 'work_email']",-33.94028,18.37639,"Entire home/apt",8,4,4,4,22000,2,1125,2,1125,3,0.05,5,"f","no"
"93770899","2016/09/06","within an hour",98,99,"f",292,"['email', 'phone', 'work_email']",-33.81365,18.47179,"Entire home/apt",4,2,2,2,3819,1,365,1,1125,2,0.06,5,"t","no"
"465313440","2022/06/21","within an hour",67,79,"f",3,"['email', 'phone']",-33.92436,18.42029,"Entire home/apt",4,2,2,2,3852,3,60,3,60,8,0.34,4.63,"f","no"
"882970","2011/07/28","within a day",100,83,"t",1,"['email', 'phone']",-33.91173798,18.39888465,"Entire home/apt",4,1,2,0,5458,4,365,4,365,3,0.14,5,"f","yes"
"222195409","2018/10/23","within an hour",100,94,"t",6,"['email', 'phone']",-33.91141,18.40912,"Entire home/apt",4,1,1,4,2653,5,365,5,365,58,1.7,4.93,"f","yes"
"512934309","2023/05/03","within a day",100,55,"f",1,"['email', 'phone']",-34.01206,18.33814,"Entire home/apt",8,4,4,4,11184,3,30,3,30,7,0.35,4.86,"f","no"
"34333444","2015/05/27","within an hour",100,93,"t",6,"['email', 'phone']",-33.9326828,18.40656616,"Entire home/apt",4,2.5,2,0,4000,1,1125,4.6,1011.7,4,0.37,5,"t","no"
"503940438","2023/03/05","within an hour",100,100,"f",2,"['email', 'phone']",-34.1574497,18.88336468,"Entire home/apt",2,1,1,1,1395,3,62,3,62,4,0.19,4.5,"f","no"
"576779084","2024/05/10","within an hour",100,100,"f",1,"['email', 'phone']",-33.9238605,18.4157589,"Entire home/apt",2,1,0,1,1020,2,365,2.3,1125,18,1.11,4.39,"t","no"
"93977707","2016/09/07","within an hour",100,93,"t",1,"['email', 'phone']",-33.908717,18.4033974,"Entire home/apt",4,1,2,3,1723,3,1125,3,1125,21,1.54,5,"f","no"
"42483903","2015/08/25","within an hour",100,83,"f",1,"['email', 'phone']",-33.81896,18.47453,"Entire home/apt",4,2,2,2,1595,3,1125,3,1125,77,3.04,4.78,"f","no"
"526077141","2023/07/16","within an hour",100,100,"f",7,"['email', 'phone']",-33.97772993,18.50170109,"Private room",2,1,1,1,772,1,1125,1,1125,7,0.53,4.71,"f","no"
"232498666","2018/12/26","within an hour",100,100,"t",1,"['email', 'phone']",-34.03110886,18.35106087,"Entire home/apt",2,1,1,1,705,2,90,2,1125,174,2.15,4.84,"t","no"
"232396306","2018/12/25","within an hour",100,77,"f",10,"['email', 'phone']",-33.93238691,18.44148394,"Private room",2,0.5,1,1,396,2,365,2,365,1,0.18,4,"f","no"
"9669746","2013/10/27","within an hour",99,100,"t",25,"['email', 'phone']",-33.9222,18.42301,"Entire home/apt",4,2.5,2,2,2003,1,35,1,35,44,2.61,4.75,"t","no"
